# Species	Genes	Alg.-Conn.	com_protein.CCAP.faa	com_protein.Hart1.faa	com_protein.braziliensis.faa	com_protein.donovani.faa	com_protein.grayi.faa	com_protein.hertigi.faa	com_protein.martiniquensis.faa	com_protein.orientalis.faa	com_protein.pyrrhocoris.faa	com_protein.theileri.faa
2	2	1	*	*	*	*	KEG10022.1	*	*	*	*	ORC85002.1
2	2	1	*	*	*	*	KEG10024.1	*	*	*	*	ORC86296.1
2	2	1	*	*	*	*	KEG10025.1	*	*	*	*	ORC86297.1
2	2	1	*	*	*	*	KEG10027.1	*	*	*	*	ORC86299.1
2	2	1	*	*	*	*	KEG10028.1	*	*	*	*	ORC86300.1
2	2	1	*	*	*	*	KEG10033.1	*	*	*	*	ORC85876.1
2	2	1	*	*	*	*	KEG10034.1	*	*	*	*	ORC85877.1
2	2	1	*	*	*	*	KEG10035.1	*	*	*	*	ORC85878.1
2	2	1	*	*	*	*	KEG10041.1	*	*	*	*	ORC86277.1
2	2	1	*	*	*	*	KEG10042.1	*	*	*	*	ORC86278.1
2	2	1	*	*	*	*	KEG10051.1	*	*	*	*	ORC88763.1
2	2	1	*	*	*	*	KEG10054.1	*	*	*	*	ORC86206.1
2	2	1	*	*	*	*	KEG10064.1	*	*	*	*	ORC87961.1
2	2	1	*	*	*	*	KEG10072.1	*	*	*	*	ORC84807.1
2	2	1	*	*	*	*	KEG10073.1	*	*	*	*	ORC84808.1
2	2	1	*	*	*	*	KEG10075.1	*	*	*	*	ORC84810.1
2	2	1	*	*	*	*	KEG10084.1	*	*	*	*	ORC88409.1
2	2	1	*	*	*	*	KEG10089.1	*	*	*	*	ORC91187.1
2	2	1	*	*	*	*	KEG10094.1	*	*	*	*	ORC91182.1
2	2	1	*	*	*	*	KEG10097.1	*	*	*	*	ORC90357.1
2	2	1	*	*	*	*	KEG10103.1	*	*	*	*	ORC87015.1
2	2	1	*	*	*	*	KEG10118.1	*	*	*	*	ORC91408.1
2	2	1	*	*	*	*	KEG10126.1	*	*	*	*	ORC87166.1
2	2	1	*	*	*	*	KEG10129.1	*	*	*	*	ORC87149.1
2	2	1	*	*	*	*	KEG10140.1	*	*	*	*	ORC87818.1
2	2	1	*	*	*	*	KEG10145.1	*	*	*	*	ORC93544.1
2	2	1	*	*	*	*	KEG10146.1	*	*	*	*	ORC93543.1
2	2	1	*	*	*	*	KEG10147.1	*	*	*	*	ORC93542.1
2	2	1	*	*	*	*	KEG10152.1	*	*	*	*	ORC88735.1
2	2	1	*	*	*	*	KEG10154.1	*	*	*	*	ORC88734.1
2	2	1	*	*	*	*	KEG10155.1	*	*	*	*	ORC88733.1
2	2	1	*	*	*	*	KEG10164.1	*	*	*	*	ORC91240.1
2	2	1	*	*	*	*	KEG10173.1	*	*	*	*	ORC86248.1
2	2	1	*	*	*	*	KEG10174.1	*	*	*	*	ORC86247.1
2	2	1	*	*	*	*	KEG10175.1	*	*	*	*	ORC84681.1
2	2	1	*	*	*	*	KEG10176.1	*	*	*	*	ORC84680.1
2	2	1	*	*	*	*	KEG10177.1	*	*	*	*	ORC84679.1
2	2	1	*	*	*	*	KEG10188.1	*	*	*	*	ORC92487.1
2	2	1	*	*	*	*	KEG10198.1	*	*	*	*	ORC83406.1
2	2	1	*	*	*	*	KEG10203.1	*	*	*	*	ORC89532.1
2	2	1	*	*	*	*	KEG10206.1	*	*	*	*	ORC89534.1
2	2	1	*	*	*	*	KEG10207.1	*	*	*	*	ORC89535.1
2	2	1	*	*	*	*	KEG10210.1	*	*	*	*	ORC92534.1
2	2	1	*	*	*	*	KEG10218.1	*	*	*	*	ORC91188.1
2	2	1	*	*	*	*	KEG10228.1	*	*	*	*	ORC87891.1
2	2	1	*	*	*	*	KEG10231.1	*	*	*	*	ORC87888.1
2	2	1	*	*	*	*	KEG10232.1	*	*	*	*	ORC87887.1
2	2	1	*	*	*	*	KEG10233.1	*	*	*	*	ORC87886.1
2	2	1	*	*	*	*	KEG10237.1	*	*	*	*	ORC81749.1
2	2	1	*	*	*	*	KEG10240.1	*	*	*	*	ORC83904.1
2	2	1	*	*	*	*	KEG10247.1	*	*	*	*	ORC92925.1
2	2	1	*	*	*	*	KEG10249.1	*	*	*	*	ORC92927.1
2	2	1	*	*	*	*	KEG10253.1	*	*	*	*	ORC81581.1
2	2	1	*	*	*	*	KEG10261.1	*	*	*	*	ORC87079.1
2	2	1	*	*	*	*	KEG10270.1	*	*	*	*	ORC92336.1
2	2	1	*	*	*	*	KEG10273.1	*	*	*	*	ORC92333.1
2	2	1	*	*	*	*	KEG10280.1	*	*	*	*	ORC90558.1
2	2	1	*	*	*	*	KEG10290.1	*	*	*	*	ORC85550.1
2	2	1	*	*	*	*	KEG10294.1	*	*	*	*	ORC85554.1
2	2	1	*	*	*	*	KEG10305.1	*	*	*	*	ORC86884.1
2	2	1	*	*	*	*	KEG10308.1	*	*	*	*	ORC86881.1
2	2	1	*	*	*	*	KEG10322.1	*	*	*	*	ORC86941.1
2	2	1	*	*	*	*	KEG10331.1	*	*	*	*	ORC91082.1
2	2	1	*	*	*	*	KEG10338.1	*	*	*	*	ORC89462.1
2	2	1	*	*	*	*	KEG10339.1	*	*	*	*	ORC89461.1
2	2	1	*	*	*	*	KEG10353.1	*	*	*	*	ORC85267.1
2	2	1	*	*	*	*	KEG10354.1	*	*	*	*	ORC85266.1
2	2	1	*	*	*	*	KEG10357.1	*	*	*	*	ORC85264.1
2	2	1	*	*	*	*	KEG10361.1	*	*	*	*	ORC86120.1
2	2	1	*	*	*	*	KEG10363.1	*	*	*	*	ORC86122.1
2	2	1	*	*	*	*	KEG10365.1	*	*	*	*	ORC86124.1
2	2	1	*	*	*	*	KEG10377.1	*	*	*	*	ORC87248.1
2	2	1	*	*	*	*	KEG10380.1	*	*	*	*	ORC83444.1
2	2	1	*	*	*	*	KEG10381.1	*	*	*	*	ORC83443.1
2	2	1	*	*	*	*	KEG10384.1	*	*	*	*	ORC91827.1
2	2	1	*	*	*	*	KEG10386.1	*	*	*	*	ORC91829.1
2	2	1	*	*	*	*	KEG10387.1	*	*	*	*	ORC91830.1
2	2	1	*	*	*	*	KEG10388.1	*	*	*	*	ORC91831.1
2	2	1	*	*	*	*	KEG10397.1	*	*	*	*	ORC87144.1
2	2	1	*	*	*	*	KEG10398.1	*	*	*	*	ORC87143.1
2	2	1	*	*	*	*	KEG10406.1	*	*	*	*	ORC87135.1
2	2	1	*	*	*	*	KEG10411.1	*	*	*	*	ORC93445.1
2	2	1	*	*	*	*	KEG10415.1	*	*	*	*	ORC93449.1
2	2	1	*	*	*	*	KEG10418.1	*	*	*	*	ORC89665.1
2	2	1	*	*	*	*	KEG10420.1	*	*	*	*	ORC89667.1
2	2	1	*	*	*	*	KEG10421.1	*	*	*	*	ORC89668.1
2	2	1	*	*	*	*	KEG10427.1	*	*	*	*	ORC85871.1
2	2	1	*	*	*	*	KEG10437.1	*	*	*	*	ORC85862.1
2	2	1	*	*	*	*	KEG10441.1	*	*	*	*	ORC84791.1
2	2	1	*	*	*	*	KEG10444.1	*	*	*	*	ORC92011.1
2	2	1	*	*	*	*	KEG10469.1	*	*	*	*	ORC87906.1
2	2	1	*	*	*	*	KEG10474.1	*	*	*	*	ORC88699.1
2	2	1	*	*	*	*	KEG10476.1	*	*	*	*	ORC88701.1
2	2	1	*	*	*	*	KEG10488.1	*	*	*	*	ORC88500.1
2	2	1	*	*	*	*	KEG10490.1	*	*	*	*	ORC88502.1
2	2	1	*	*	*	*	KEG10495.1	*	*	*	*	ORC91529.1
2	2	1	*	*	*	*	KEG10500.1	*	*	*	*	ORC91534.1
2	2	1	*	*	*	*	KEG10502.1	*	*	*	*	ORC91535.1
2	2	1	*	*	*	*	KEG10504.1	*	*	*	*	ORC87073.1
2	2	1	*	*	*	*	KEG10522.1	*	*	*	*	ORC88683.1
2	2	1	*	*	*	*	KEG10536.1	*	*	*	*	ORC91721.1
2	2	1	*	*	*	*	KEG10544.1	*	*	*	*	ORC91729.1
2	2	1	*	*	*	*	KEG10548.1	*	*	*	*	ORC88095.1
2	2	1	*	*	*	*	KEG10551.1	*	*	*	*	ORC84916.1
2	2	1	*	*	*	*	KEG10554.1	*	*	*	*	ORC87294.1
2	2	1	*	*	*	*	KEG10558.1	*	*	*	*	ORC88714.1
2	2	1	*	*	*	*	KEG10560.1	*	*	*	*	ORC88711.1
2	2	1	*	*	*	*	KEG10566.1	*	*	*	*	ORC90405.1
2	2	1	*	*	*	*	KEG10567.1	*	*	*	*	ORC90406.1
2	2	1	*	*	*	*	KEG10580.1	*	*	*	*	ORC84727.1
2	2	1	*	*	*	*	KEG10585.1	*	*	*	*	ORC90602.1
2	2	1	*	*	*	*	KEG10587.1	*	*	*	*	ORC90604.1
2	2	1	*	*	*	*	KEG10588.1	*	*	*	*	ORC90605.1
2	2	1	*	*	*	*	KEG10601.1	*	*	*	*	ORC91488.1
2	2	1	*	*	*	*	KEG10602.1	*	*	*	*	ORC91487.1
2	2	1	*	*	*	*	KEG10605.1	*	*	*	*	ORC91484.1
2	2	1	*	*	*	*	KEG10609.1	*	*	*	*	ORC89172.1
2	2	1	*	*	*	*	KEG10616.1	*	*	*	*	ORC87424.1
2	2	1	*	*	*	*	KEG10618.1	*	*	*	*	ORC87422.1
2	2	1	*	*	*	*	KEG10620.1	*	*	*	*	ORC87420.1
2	2	1	*	*	*	*	KEG10621.1	*	*	*	*	ORC87419.1
2	2	1	*	*	*	*	KEG10626.1	*	*	*	*	ORC87438.1
2	2	1	*	*	*	*	KEG10643.1	*	*	*	*	ORC87988.1
2	2	1	*	*	*	*	KEG10644.1	*	*	*	*	ORC87989.1
2	2	1	*	*	*	*	KEG10645.1	*	*	*	*	ORC87990.1
2	2	1	*	*	*	*	KEG10648.1	*	*	*	*	ORC87992.1
2	2	1	*	*	*	*	KEG10653.1	*	*	*	*	ORC87240.1
2	2	1	*	*	*	*	KEG10661.1	*	*	*	KPA78951.1	*
2	2	1	*	*	*	*	KEG10667.1	*	*	*	*	ORC92595.1
2	2	1	*	*	*	*	KEG10670.1	*	*	*	*	ORC89928.1
2	2	1	*	*	*	*	KEG10678.1	*	*	*	*	ORC91228.1
2	2	1	*	*	*	*	KEG10684.1	*	*	*	*	ORC91222.1
2	2	1	*	*	*	*	KEG10688.1	*	*	*	*	ORC87536.1
2	2	1	*	*	*	*	KEG10693.1	*	*	*	*	ORC92263.1
2	2	1	*	*	*	*	KEG10694.1	*	*	*	*	ORC92264.1
2	2	1	*	*	*	*	KEG10699.1	*	*	*	*	ORC92269.1
2	2	1	*	*	*	*	KEG10700.1	*	*	*	*	ORC92270.1
2	2	1	*	*	*	*	KEG10703.1	*	*	*	*	ORC92233.1
2	2	1	*	*	*	*	KEG10708.1	*	*	*	*	ORC86046.1
2	2	1	*	*	*	*	KEG10713.1	*	*	*	*	ORC86051.1
2	2	1	*	*	*	*	KEG10723.1	*	*	*	*	ORC86092.1
2	2	1	*	*	*	*	KEG10724.1	*	*	*	*	ORC86090.1
2	2	1	*	*	*	*	KEG10727.1	*	*	*	*	ORC86088.1
2	2	1	*	*	*	*	KEG10732.1	*	*	*	*	ORC87858.1
2	2	1	*	*	*	*	KEG10741.1	*	*	*	*	ORC88185.1
2	2	1	*	*	*	*	KEG10745.1	*	*	*	*	ORC88187.1
2	2	1	*	*	*	*	KEG10751.1	*	*	*	*	ORC89982.1
2	2	1	*	*	*	*	KEG10759.1	*	*	*	*	ORC93551.1
2	2	1	*	*	*	*	KEG10760.1	*	*	*	*	ORC85743.1
2	2	1	*	*	*	*	KEG10766.1	*	*	*	*	ORC92738.1
2	2	1	*	*	*	*	KEG10769.1	*	*	*	*	ORC92736.1
2	2	1	*	*	*	*	KEG10771.1	*	*	*	*	ORC92734.1
2	2	1	*	*	*	*	KEG10780.1	*	*	*	*	ORC86931.1
2	2	1	*	*	*	*	KEG10784.1	*	*	*	*	ORC91066.1
2	2	1	*	*	*	*	KEG10787.1	*	*	*	*	ORC91068.1
2	2	1	*	*	*	*	KEG10789.1	*	*	*	*	ORC91070.1
2	2	1	*	*	*	*	KEG10800.1	*	*	*	*	ORC85660.1
2	2	1	*	*	*	*	KEG10804.1	*	*	*	*	ORC85656.1
2	2	1	*	*	*	*	KEG10811.1	*	*	*	*	ORC89910.1
2	2	1	*	*	*	*	KEG10815.1	*	*	*	*	ORC91753.1
2	2	1	*	*	*	*	KEG10823.1	*	*	*	*	ORC91996.1
2	2	1	*	*	*	*	KEG10833.1	*	*	*	*	ORC91987.1
2	2	1	*	*	*	*	KEG10835.1	*	*	*	*	ORC89558.1
2	2	1	*	*	*	*	KEG10839.1	*	*	*	*	ORC88963.1
2	2	1	*	*	*	*	KEG10841.1	*	*	*	*	ORC85392.1
2	2	1	*	*	*	*	KEG10843.1	*	*	*	*	ORC85394.1
2	2	1	*	*	*	*	KEG10846.1	*	*	*	*	ORC85396.1
2	2	1	*	*	*	*	KEG10852.1	*	*	*	*	ORC90553.1
2	2	1	*	*	*	*	KEG10855.1	*	*	*	*	ORC90556.1
2	2	1	*	*	*	*	KEG10857.1	*	*	*	*	ORC88814.1
2	2	1	*	*	*	*	KEG10867.1	*	*	*	*	ORC87970.1
2	2	1	*	*	*	*	KEG10873.1	*	*	*	*	ORC92945.1
2	2	1	*	*	*	*	KEG10882.1	*	*	*	*	ORC84158.1
2	2	1	*	*	*	*	KEG10892.1	*	*	*	*	ORC87414.1
2	2	1	*	*	*	*	KEG10896.1	*	*	*	*	ORC90858.1
2	2	1	*	*	*	*	KEG10897.1	*	*	*	*	ORC90859.1
2	2	1	*	*	*	*	KEG10898.1	*	*	*	*	ORC90860.1
2	2	1	*	*	*	*	KEG10901.1	*	*	*	*	ORC90863.1
2	2	1	*	*	*	*	KEG10902.1	*	*	*	*	ORC90864.1
2	2	1	*	*	*	*	KEG10914.1	*	*	*	*	ORC92302.1
2	2	1	*	*	*	*	KEG10920.1	*	*	*	*	ORC92222.1
2	2	1	*	*	*	*	KEG10921.1	*	*	*	*	ORC92221.1
2	2	1	*	*	*	*	KEG10922.1	*	*	*	*	ORC92220.1
2	2	1	*	*	*	*	KEG10928.1	*	*	*	*	ORC86913.1
2	2	1	*	*	*	*	KEG10929.1	*	*	*	*	ORC86914.1
2	2	1	*	*	*	*	KEG10930.1	*	*	*	*	ORC86915.1
2	2	1	*	*	*	*	KEG10933.1	*	*	*	*	ORC86917.1
2	2	1	*	*	*	*	KEG10934.1	*	*	*	*	ORC86918.1
2	2	1	*	*	*	*	KEG10938.1	*	*	*	*	ORC86921.1
2	2	1	*	*	*	*	KEG10951.1	*	*	*	*	ORC86086.1
2	2	1	*	*	*	*	KEG10953.1	*	*	*	*	ORC86084.1
2	2	1	*	*	*	*	KEG10955.1	*	*	*	*	ORC87932.1
2	2	1	*	*	*	*	KEG10957.1	*	*	*	*	ORC87337.1
2	2	1	*	*	*	*	KEG10960.1	*	*	*	*	ORC87334.1
2	2	1	*	*	*	*	KEG10961.1	*	*	*	*	ORC87333.1
2	2	1	*	*	*	*	KEG10993.1	*	*	*	*	ORC93328.1
2	2	1	*	*	*	*	KEG10994.1	*	*	*	*	ORC91957.1
2	2	1	*	*	*	*	KEG10995.1	*	*	*	*	ORC91958.1
2	2	1	*	*	*	*	KEG11009.1	*	*	*	*	ORC88195.1
2	2	1	*	*	*	*	KEG11011.1	*	*	*	*	ORC88197.1
2	2	1	*	*	*	*	KEG11035.1	*	*	*	*	ORC92891.1
2	2	1	*	*	*	*	KEG11037.1	*	*	*	*	ORC92889.1
2	2	1	*	*	*	*	KEG11040.1	*	*	*	*	ORC92887.1
2	2	1	*	*	*	*	KEG11043.1	*	*	*	*	ORC93320.1
2	2	1	*	*	*	*	KEG11047.1	*	*	*	*	ORC93316.1
2	2	1	*	*	*	*	KEG11053.1	*	*	*	*	ORC88647.1
2	2	1	*	*	*	*	KEG11060.1	*	*	*	*	ORC88642.1
2	2	1	*	*	*	*	KEG11069.1	*	*	*	*	ORC89229.1
2	2	1	*	*	*	*	KEG11072.1	*	*	*	*	ORC89232.1
2	2	1	*	*	*	*	KEG11074.1	*	*	*	*	ORC89234.1
2	2	1	*	*	*	*	KEG11077.1	*	*	*	*	ORC87564.1
2	2	1	*	*	*	*	KEG11081.1	*	*	*	*	ORC87558.1
2	2	1	*	*	*	*	KEG11088.1	*	*	*	*	ORC90397.1
2	2	1	*	*	*	*	KEG11089.1	*	*	*	*	ORC90398.1
2	2	1	*	*	*	*	KEG11091.1	*	*	*	*	ORC90400.1
2	2	1	*	*	*	*	KEG11099.1	*	*	*	*	ORC89946.1
2	2	1	*	*	*	*	KEG11107.1	*	*	*	*	ORC88988.1
2	2	1	*	*	*	*	KEG11112.1	*	*	*	*	ORC88994.1
2	2	1	*	*	*	*	KEG11115.1	*	*	*	*	ORC87613.1
2	2	1	*	*	*	*	KEG11117.1	*	*	*	*	ORC87611.1
2	2	1	*	*	*	*	KEG11121.1	*	*	*	*	ORC87608.1
2	2	1	*	*	*	*	KEG11131.1	*	*	*	*	ORC86386.1
2	2	1	*	*	*	*	KEG11132.1	*	*	*	*	ORC86387.1
2	2	1	*	*	*	*	KEG11137.1	*	*	*	*	ORC84563.1
2	2	1	*	*	*	*	KEG11139.1	*	*	*	*	ORC84561.1
2	2	1	*	*	*	*	KEG11142.1	*	*	*	*	ORC84558.1
2	2	1	*	*	*	*	KEG11144.1	*	*	*	*	ORC84555.1
2	2	1	*	*	*	*	KEG11153.1	*	*	*	*	ORC91394.1
2	2	1	*	*	*	*	KEG11156.1	*	*	*	*	ORC91390.1
2	2	1	*	*	*	*	KEG11157.1	*	*	*	*	ORC91389.1
2	2	1	*	*	*	*	KEG11159.1	*	*	*	*	ORC91387.1
2	2	1	*	*	*	*	KEG11164.1	*	*	*	*	ORC86678.1
2	2	1	*	*	*	*	KEG11167.1	*	*	*	*	ORC86682.1
2	2	1	*	*	*	*	KEG11168.1	*	*	*	*	ORC83526.1
2	2	1	*	*	*	*	KEG11171.1	*	*	*	*	ORC85057.1
2	2	1	*	*	*	*	KEG11175.1	*	*	*	*	ORC86614.1
2	2	1	*	*	*	*	KEG11177.1	*	*	*	*	ORC86615.1
2	2	1	*	*	*	*	KEG11184.1	*	*	*	*	ORC87024.1
2	2	1	*	*	*	*	KEG11189.1	*	*	KAG5474824.1	*	*
2	2	1	*	*	*	*	KEG11200.1	*	*	*	*	ORC88552.1
2	2	1	*	*	*	*	KEG11201.1	*	*	*	*	ORC88553.1
2	2	1	*	*	*	*	KEG11202.1	*	*	*	*	ORC88554.1
2	2	1	*	*	*	*	KEG11205.1	*	*	*	*	ORC88560.1
2	2	1	*	*	*	*	KEG11214.1	*	*	*	*	ORC87201.1
2	2	1	*	*	*	*	KEG11225.1	*	*	*	*	ORC87666.1
2	2	1	*	*	*	*	KEG11228.1	*	*	*	*	ORC87669.1
2	2	1	*	*	*	*	KEG11235.1	*	*	*	*	ORC87744.1
2	2	1	*	*	*	*	KEG11239.1	*	*	*	*	ORC85276.1
2	2	1	*	*	*	*	KEG11244.1	*	*	*	*	ORC85281.1
2	2	1	*	*	*	*	KEG11245.1	*	*	*	*	ORC85282.1
2	2	1	*	*	*	*	KEG11250.1	*	*	*	*	ORC88004.1
2	2	1	*	*	*	*	KEG11267.1	*	*	*	*	ORC91023.1
2	2	1	*	*	*	*	KEG11275.1	*	*	*	*	ORC91030.1
2	2	1	*	*	*	*	KEG11279.1	*	*	*	*	ORC92258.1
2	2	1	*	*	*	*	KEG11280.1	*	*	*	*	ORC92257.1
2	2	1	*	*	*	*	KEG11283.1	*	*	*	*	ORC92254.1
2	2	1	*	*	*	*	KEG11290.1	*	*	*	*	ORC93614.1
2	2	1	*	*	*	*	KEG11293.1	*	*	*	*	ORC93611.1
2	2	1	*	*	*	*	KEG11307.1	*	*	*	*	ORC90260.1
2	2	1	*	*	*	*	KEG11308.1	*	*	*	*	ORC90261.1
2	2	1	*	*	*	*	KEG11310.1	*	*	*	*	ORC90263.1
2	2	1	*	*	*	*	KEG11324.1	*	*	*	*	ORC88880.1
2	2	1	*	*	*	*	KEG11327.1	*	*	*	*	ORC88883.1
2	2	1	*	*	*	*	KEG11330.1	*	*	*	*	ORC84831.1
2	2	1	*	*	*	*	KEG11337.1	*	*	*	*	ORC84825.1
2	2	1	*	*	*	*	KEG11341.1	*	*	*	*	ORC92193.1
2	2	1	*	*	*	*	KEG11348.1	*	*	*	*	ORC92200.1
2	2	1	*	*	*	*	KEG11354.1	*	*	*	*	ORC84313.1
2	2	1	*	*	*	*	KEG11359.1	*	*	*	*	ORC84318.1
2	2	1	*	*	*	*	KEG11365.1	*	*	*	*	ORC93802.1
2	2	1	*	*	*	*	KEG11374.1	*	*	*	*	ORC92040.1
2	2	1	*	*	*	*	KEG11385.1	*	*	*	*	ORC92802.1
2	2	1	*	*	*	*	KEG11392.1	*	*	*	*	ORC93022.1
2	2	1	*	*	*	*	KEG11395.1	*	*	*	*	ORC88528.1
2	2	1	*	*	*	*	KEG11396.1	*	*	*	*	ORC88529.1
2	2	1	*	*	*	*	KEG11404.1	*	*	*	*	ORC92973.1
2	2	1	*	*	*	*	KEG11405.1	*	*	*	*	ORC92974.1
2	2	1	*	*	*	*	KEG11417.1	*	*	*	*	ORC89092.1
2	2	1	*	*	*	*	KEG11430.1	*	*	*	*	ORC91790.1
2	2	1	*	*	*	*	KEG11433.1	*	*	*	*	ORC85223.1
2	2	1	*	*	*	*	KEG11434.1	*	*	*	*	ORC85222.1
2	2	1	*	*	*	*	KEG11439.1	*	*	*	*	ORC93293.1
2	2	1	*	*	*	*	KEG11440.1	*	*	*	KPA82143.1	*
2	2	1	*	*	*	*	KEG11448.1	*	*	*	*	ORC93850.1
2	2	1	*	*	*	*	KEG11450.1	*	*	*	*	ORC93852.1
2	2	1	*	*	*	*	KEG11454.1	*	*	*	*	ORC91755.1
2	2	1	*	*	*	*	KEG11459.1	*	*	*	*	ORC91759.1
2	2	1	*	*	*	*	KEG11460.1	*	*	*	*	ORC91760.1
2	2	1	*	*	*	*	KEG11465.1	*	*	*	*	ORC93226.1
2	2	1	*	*	*	*	KEG11478.1	*	*	*	*	ORC84588.1
2	2	1	*	*	*	*	KEG11480.1	*	*	*	*	ORC84586.1
2	2	1	*	*	*	*	KEG11487.1	*	*	*	*	ORC92833.1
2	2	1	*	*	*	*	KEG11488.1	*	*	*	*	ORC92834.1
2	2	1	*	*	*	*	KEG11489.1	*	*	*	*	ORC92835.1
2	2	1	*	*	*	*	KEG11490.1	*	*	*	*	ORC92837.1
2	2	1	*	*	*	*	KEG11496.1	*	*	*	*	ORC90942.1
2	2	1	*	*	*	*	KEG11519.1	*	*	*	*	ORC84169.1
2	2	1	*	*	*	*	KEG11524.1	*	*	*	*	ORC83341.1
2	2	1	*	*	*	*	KEG11529.1	*	*	*	*	ORC83348.1
2	2	1	*	*	*	*	KEG11539.1	*	*	*	*	ORC87359.1
2	2	1	*	*	*	*	KEG11545.1	*	*	*	*	ORC88689.1
2	2	1	*	*	*	*	KEG11547.1	*	*	*	*	ORC88691.1
2	2	1	*	*	*	*	KEG11549.1	*	*	*	*	ORC88693.1
2	2	1	*	*	*	*	KEG11550.1	*	*	*	*	ORC88694.1
2	2	1	*	*	*	*	KEG11556.1	*	*	*	*	ORC84761.1
2	2	1	*	*	*	*	KEG11565.1	*	*	*	*	ORC87643.1
2	2	1	*	*	*	*	KEG11571.1	*	*	*	*	ORC87637.1
2	2	1	*	*	*	*	KEG11578.1	*	*	*	*	ORC86465.1
2	2	1	*	*	*	*	KEG11580.1	*	*	*	*	ORC86466.1
2	2	1	*	*	*	*	KEG11586.1	*	*	*	*	ORC86630.1
2	2	1	*	*	*	*	KEG11601.1	*	*	*	*	ORC91698.1
2	2	1	*	*	*	*	KEG11604.1	*	*	*	*	ORC91701.1
2	2	1	*	*	*	*	KEG11606.1	*	*	*	*	ORC91703.1
2	2	1	*	*	*	*	KEG11607.1	*	*	*	*	ORC91704.1
2	2	1	*	*	*	*	KEG11614.1	*	*	*	*	ORC88134.1
2	2	1	*	*	*	*	KEG11615.1	*	*	*	*	ORC88133.1
2	2	1	*	*	*	*	KEG11619.1	*	*	*	*	ORC88129.1
2	2	1	*	*	*	*	KEG11623.1	*	*	*	*	ORC87258.1
2	2	1	*	*	*	*	KEG11624.1	*	*	*	*	ORC87260.1
2	2	1	*	*	*	*	KEG11627.1	*	*	*	*	ORC91519.1
2	2	1	*	*	*	*	KEG11629.1	*	*	*	*	ORC91521.1
2	2	1	*	*	*	*	KEG11641.1	*	*	*	*	ORC93064.1
2	2	1	*	*	*	*	KEG11646.1	*	*	*	*	ORC93125.1
2	2	1	*	*	*	*	KEG11651.1	*	*	*	*	ORC93130.1
2	2	1	*	*	*	*	KEG11655.1	*	*	*	*	ORC88415.1
2	2	1	*	*	*	*	KEG11658.1	*	*	*	*	ORC88418.1
2	2	1	*	*	*	*	KEG11662.1	*	*	*	*	ORC88424.1
2	2	1	*	*	*	*	KEG11677.1	*	*	*	*	ORC93769.1
2	2	1	*	*	*	*	KEG11686.1	*	*	*	*	ORC93762.1
2	2	1	*	*	*	*	KEG11687.1	*	*	*	*	ORC91180.1
2	2	1	*	*	*	*	KEG11688.1	*	*	*	*	ORC91205.1
2	2	1	*	*	*	*	KEG11689.1	*	*	*	*	ORC91206.1
2	2	1	*	*	*	*	KEG11690.1	*	*	*	*	ORC91207.1
2	2	1	*	*	*	*	KEG11692.1	*	*	*	*	ORC91210.1
2	2	1	*	*	*	*	KEG11697.1	*	*	*	*	ORC91215.1
2	2	1	*	*	*	*	KEG11703.1	*	*	*	*	ORC91220.1
2	2	1	*	*	*	*	KEG11704.1	*	*	*	*	ORC89002.1
2	2	1	*	*	*	*	KEG11716.1	*	*	*	*	ORC85986.1
2	2	1	*	*	*	*	KEG11719.1	*	*	*	*	ORC85989.1
2	2	1	*	*	*	*	KEG11720.1	*	*	*	*	ORC85990.1
2	2	1	*	*	*	*	KEG11732.1	*	*	*	*	ORC85286.1
2	2	1	*	*	*	*	KEG11733.1	*	*	*	*	ORC85287.1
2	2	1	*	*	*	*	KEG11736.1	*	*	*	*	ORC90332.1
2	2	1	*	*	*	*	KEG11737.1	*	*	*	*	ORC90331.1
2	2	1	*	*	*	*	KEG11742.1	*	*	*	*	ORC90326.1
2	2	1	*	*	*	*	KEG11748.1	*	*	*	*	ORC90274.1
2	2	1	*	*	*	*	KEG11755.1	*	*	*	*	ORC90268.1
2	2	1	*	*	*	*	KEG11763.1	*	*	*	*	ORC86610.1
2	2	1	*	*	*	*	KEG11764.1	*	*	*	*	ORC86609.1
2	2	1	*	*	*	*	KEG11765.1	*	*	*	*	ORC86608.1
2	2	1	*	*	*	*	KEG11766.1	*	*	*	*	ORC86607.1
2	2	1	*	*	*	*	KEG11767.1	*	*	*	*	ORC86606.1
2	2	1	*	*	*	*	KEG11774.1	*	*	*	*	ORC92587.1
2	2	1	*	*	*	*	KEG11781.1	*	*	*	*	ORC92581.1
2	2	1	*	*	*	*	KEG11783.1	*	*	*	*	ORC91560.1
2	2	1	*	*	*	*	KEG11785.1	*	*	*	*	ORC91557.1
2	2	1	*	*	*	*	KEG11787.1	*	*	*	*	ORC91555.1
2	2	1	*	*	*	*	KEG11800.1	*	*	*	*	ORC89852.1
2	2	1	*	*	*	*	KEG11801.1	*	*	*	*	ORC87108.1
2	2	1	*	*	*	*	KEG11803.1	*	*	*	*	ORC87107.1
2	2	1	*	*	*	*	KEG11804.1	*	*	*	*	ORC87106.1
2	2	1	*	*	*	*	KEG11811.1	*	*	*	*	ORC93664.1
2	2	1	*	*	*	*	KEG11815.1	*	*	*	*	ORC93668.1
2	2	1	*	*	*	*	KEG11821.1	*	*	*	*	ORC93673.1
